barcode,tradeName,unitsPerPack,tier,why,batches,detail,lastStripCost,packetPrice
6291109120674,"Panadol Night",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/6/4/8",4,"2026-06-25:1@2941 | 2026-07-11:6@2941 | 2026-08-12:4@2940 | 2026-09-16:8@2941",2941,
6251875002994,"Pioxiga 10mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/4/2",4,"2026-06-27:1@9375 | 2026-07-22:4@9825 | 2026-08-02:4@9825 | 2026-08-02:2@9825",9825,
8699525750426,"Devit-3 300000IU amp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/13/39",4,"2026-06-27:3@2743 | 2026-07-16:13@2141 | 2026-08-03:13@2123 | 2026-09-17:39@2141",2141,
8002660040619,"Lipanthyl 200mg",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/6/4",4,"2026-06-27:1@8692 | 2026-07-09:6@8693 | 2026-07-09:4@8693 | 2026-08-07:4@8692",8692,
8901086260918,"Zecuf 100ml syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/5/10",4,"2026-06-29:4@1433 | 2026-08-15:5@1426 | 2026-08-26:10@1488 | 2026-09-13:5@1426",1426,
8901111701119,"Aprazole-20mg cap ajanta",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 15/27/26/60",4,"2026-06-29:15@1316 | 2026-07-22:27@975 | 2026-07-28:26@1013 | 2026-08-20:60@439",439,
8901302059234,"Nebilong 5mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 7/9/15",4,"2026-07-01:7@2417 | 2026-08-02:9@2417 | 2026-08-23:15@2414 | 2026-09-10:9@2414",2414,
6251875001201,"Mucosolve 100ml syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/15/10/30",4,"2026-07-02:2@945 | 2026-07-21:15@980 | 2026-08-17:10@1100 | 2026-09-06:30@1064",1064,
6251106401749,"Cefix syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/30/20",4,"2026-07-03:3@4051 | 2026-07-23:30@2633 | 2026-08-15:20@2633 | 2026-09-12:20@2633",2633,
6251106401732,"Cefix 400mg 5cap pharma international",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/5/20",4,"2026-07-05:3@4828 | 2026-08-02:5@4828 | 2026-08-15:20@2415 | 2026-09-03:5@4855",4855,
Aylide,"Aylide TM 2mg",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/4",4,"2026-07-05:2@2195 | 2026-07-29:4@2195 | 2026-08-15:2@2197 | 2026-08-31:4@2195",2195,
6251107109019,"Diclogesic eye 0.1% 5ml drop",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/5/1",4,"2026-07-06:2@2195 | 2026-07-29:5@2195 | 2026-09-02:1@2195 | 2026-09-14:1@2200",2200,
6251875003625,"Cloxaban 15 mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/4",4,"2026-07-07:2@9300 | 2026-07-25:2@9813 | 2026-08-01:4@8932 | 2026-09-03:4@9250",9250,
3400949483518,"Polygynax supp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/3/2",4,"2026-07-07:1@9985 | 2026-07-11:1@9985 | 2026-08-13:3@9985 | 2026-09-16:2@9980",9980,
6251875000501,"Piodol 125mg/5ml syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/4/10/7",4,"2026-07-07:2@1150 | 2026-07-15:4@1120 | 2026-08-03:10@1060 | 2026-09-03:7@1120",1120,
Glucovance 500\5,"Glucovance 500\5",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/10/6",4,"2026-07-08:4@4005 | 2026-08-02:10@4005 | 2026-08-13:4@4005 | 2026-09-03:6@4005",4005,
6251875001829,"Midagyl 500mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 9/10",4,"2026-07-11:9@495 | 2026-07-25:10@484 | 2026-08-16:10@492 | 2026-09-08:10@478",478,
Relaxon cap,"Relaxon cap",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 11/15/9",4,"2026-07-11:11@1609 | 2026-07-31:15@1513 | 2026-09-02:9@1513 | 2026-09-12:15@1609",1609,
6251106161582,"Carvidol 6.25mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/6/4",4,"2026-07-11:3@1390 | 2026-07-15:6@1390 | 2026-08-22:6@1390 | 2026-09-17:4@2436",2436,
8436530800568,"Apiretil 100mg/ml syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/5/3",4,"2026-07-11:2@4608 | 2026-08-13:5@4608 | 2026-09-02:3@4608 | 2026-09-08:5@4608",4608,
6251107136015,"Mycoheal 400mg viginal supp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/3/5",4,"2026-07-11:2@2000 | 2026-07-27:3@1990 | 2026-08-04:5@2633 | 2026-09-14:3@2633",2633,
3583313242178,"Acupan amp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 11/10/15",4,"2026-07-14:11@2454 | 2026-07-29:10@2454 | 2026-08-23:15@2454 | 2026-08-23:10@2454",2454,
6251065050125,"Divinus 10mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/15",4,"2026-07-15:3@9790 | 2026-07-25:3@9790 | 2026-08-12:3@9790 | 2026-09-05:15@9790",9790,
7640153080561,"Olfen 1% gel",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/5",4,"2026-07-15:3@5045 | 2026-08-02:5@5045 | 2026-08-02:5@5040 | 2026-09-17:5@5047",5047,
8002660028419,"Klacid Xl 500mg",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/2",4,"2026-07-16:1@12558 | 2026-08-02:2@12560 | 2026-08-02:2@12560 | 2026-08-02:2@12560",12560,
3760245850330,"dIAMENIL V 1000/50mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/6/2",4,"2026-07-19:3@6738 | 2026-08-16:6@6930 | 2026-08-18:2@6617 | 2026-09-15:3@0",0,
8002660036926,"Brufen syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/8/5/10",4,"2026-07-19:4@4718 | 2026-07-22:8@4718 | 2026-08-04:5@4718 | 2026-09-03:10@4718",4718,
604776737810,"L-Carnitine 1000mg AMS",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/2",4,"2026-07-21:1@34756 | 2026-08-06:1@34756 | 2026-08-12:1@34756 | 2026-08-13:2@34757",34757,
6251875001607,"No-vomit 100ml syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/5/3",4,"2026-07-21:1@3289 | 2026-07-22:5@3245 | 2026-08-25:3@3707 | 2026-09-09:5@3598",3598,
5060829020202,"dolo-wise 1000mg ",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 10/6/22",4,"2026-07-23:10@2620 | 2026-08-07:6@2620 | 2026-08-13:10@2620 | 2026-08-22:22@2382",2382,
4260095681317,"Xenical 120mg cap",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/1",4,"2026-07-26:4@13748 | 2026-08-17:4@13748 | 2026-08-18:1@13748 | 2026-09-05:4@13747",13747,
6251107424754,"Mixif 400mg cap",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 20/36/38",4,"2026-07-26:20@1670 | 2026-08-23:36@1828 | 2026-08-24:36@1828 | 2026-09-12:38@1732",1732,
3582910029243,"Tavanic 500mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/3",4,"2026-07-28:2@18325 | 2026-07-29:3@18325 | 2026-09-09:3@18325 | 2026-09-09:3@18325",18325,
3582910080350,"Clexane 2000 IU",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 20/6/10",4,"2026-07-29:20@4093 | 2026-08-30:6@4095 | 2026-09-06:6@4095 | 2026-09-16:10@4093",4093,
6251068000073,"Peptoz tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/2",4,"2026-08-02:1@11289 | 2026-09-08:1@11289 | 2026-09-09:1@11289 | 2026-09-16:2@11290",11290,
637962641370,"Magnesium glycinate 200mg",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/1",4,"2026-08-12:2@18770 | 2026-08-22:1@18770 | 2026-09-09:2@18770 | 2026-09-14:2@18770",18770,
SDI-02COO007,"Famosam 40mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 5/1/30",3,"2026-05-02:5@650 | 2026-06-23:1@650 | 2026-08-19:30@620",620,
8002660032249,"Duspatalin 200mg cap",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/6",3,"2026-05-03:2@4600 | 2026-06-29:6@4602 | 2026-09-03:6@4602",4602,
8699089066339,"Newfer oral vial",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 9/10/30",3,"2026-05-04:9@1300 | 2026-08-01:10@1308 | 2026-08-15:30@1308",1308,
6251106210334,"Fenamic syrup",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/2/4",3,"2026-05-04:1@2085 | 2026-08-05:2@2084 | 2026-09-06:4@2085",2085,
6251159031023,"Lowvasc 5mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/12/8",3,"2026-05-06:1@1250 | 2026-07-21:12@1427 | 2026-07-22:8@1426",1426,
6251653070108,"co-anginet 160\12.5",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 5/3/6",3,"2026-05-11:5@1646 | 2026-08-13:3@3292 | 2026-08-31:6@3292",3292,
8901302054246,"cefex 500mg  cap",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 20/50",3,"2026-05-12:20@1068 | 2026-05-12:20@1068 | 2026-08-03:50@1068",1068,
3800023403744,"aquarelle fresh mint mouth wash",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/3",3,"2026-05-14:4@4379 | 2026-08-25:3@4379 | 2026-08-25:3@4379",4379,
6291103402233,"TURE TRIP لاصق جروح ضد الماء ",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 7/12",3,"2026-05-14:7@905 | 2026-07-06:12@707 | 2026-08-05:12@807",807,
685867962878,"Ketofen syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/10",3,"2026-05-15:1@1060 | 2026-07-22:10@950 | 2026-09-07:10@1056",1056,
6251107378262,"Proctoheal oint",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/4",3,"2026-05-16:2@2520 | 2026-06-22:4@2524 | 2026-08-31:2@2524",2524,
100840160022,"Aspin 81mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 8/18/15",3,"2026-05-17:8@560 | 2026-07-25:18@560 | 2026-08-09:15@560",560,
5000167019353,"Strepsils sore throat",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/4",3,"2026-05-17:2@2414 | 2026-06-01:4@2414 | 2026-07-12:4@2655",2655,
5290931002739,"Vancontil tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/6",3,"2026-05-17:2@1100 | 2026-06-21:2@1110 | 2026-06-21:6@1097",1097,
4048846022073,"Twynsta 80/10mg",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/4/8",3,"2026-05-19:1@5635 | 2026-06-02:4@5635 | 2026-07-22:8@5635",5635,
4048846022080,"Micardis 80mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/8",3,"2026-05-19:4@4450 | 2026-05-30:8@4450 | 2026-09-09:8@4407",4407,
panadol cold flu,"panadol cold flu ",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 11/6",3,"2026-05-23:11@1750 | 2026-07-15:6@1748 | 2026-09-03:6@2425",2425,
6251106160752,"Diostar-plus 160/12.5mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/2/15",3,"2026-05-23:1@3550 | 2026-06-21:2@3547 | 2026-08-02:15@3545",3545,
8901571011001,"Eno ",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/2",3,"2026-05-23:1@3990 | 2026-06-04:2@3740 | 2026-07-02:1@4160",4160,
6221508171922,"Dexamethasone-MUP amp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 6/10/2",3,"2026-05-24:6@171 | 2026-07-25:10@514 | 2026-09-08:2@513",513,
5000158060630,"Gaviscon 200ml syrp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/5",3,"2026-05-24:2@5486 | 2026-07-02:2@5486 | 2026-08-02:5@5485",5485,
8433042002169,"Anginovage mouth 10ml spray Ferrer",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/2",3,"2026-05-27:1@8119 | 2026-08-02:2@8119 | 2026-08-19:2@8119",8119,
6251875000679,"Piocine syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 8/5/10",3,"2026-05-27:8@1728 | 2026-08-16:5@1700 | 2026-09-17:10@2313",2313,
7640153080349,"Lofral 5mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/6/12",3,"2026-05-27:1@2750 | 2026-07-11:6@2743 | 2026-08-13:12@2743",2743,
8901175016181,"Koact 625mg  tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 6/28/66",3,"2026-05-29:6@1416 | 2026-07-17:28@1011 | 2026-08-20:66@1072",1072,
6295120041390,"Gaviscon chewable",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 24/25/80",3,"2026-05-30:24@1000 | 2026-06-25:25@933 | 2026-07-17:80@932",932,
9780201379853,"Vomi cure 8mg",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 5/6/10",3,"2026-05-30:5@1178 | 2026-08-10:6@1850 | 2026-08-16:10@1850",1850,
8901111079270,"Empadil 10mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/7/6",3,"2026-05-31:1@7260 | 2026-06-25:7@7260 | 2026-08-05:6@7260",7260,
3664798032000,"Telfast 120mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/1",3,"2026-05-31:2@11260 | 2026-07-25:1@11250 | 2026-08-06:2@11249",11249,
6251106806087,"Newstar 160/5mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/8/12",3,"2026-06-01:2@3325 | 2026-07-06:8@3324 | 2026-08-05:12@3323",3323,
6251106803253,"Newstar plus 160/5/12.5mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/4",3,"2026-06-01:1@3725 | 2026-06-15:4@3722 | 2026-06-15:4@3722",3722,
6211247022050,"Hayanil tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/10/20",3,"2026-06-01:1@339 | 2026-08-23:10@1018 | 2026-09-17:20@1000",1000,
8654810243755,"playboy Epiphany",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/2",3,"2026-06-04:1@3850 | 2026-06-04:2@3850 | 2026-08-12:2@3889",3889,
6251065019849,"suprax syrp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/5/7",3,"2026-06-04:1@6582 | 2026-08-17:5@9210 | 2026-08-17:7@6582",6582,
3582910017646,"Apidra Solostar pen",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/1/5",3,"2026-06-05:2@11000 | 2026-06-16:1@11071 | 2026-08-05:5@11071",11071,
Ceftriaxone Iv LDP,"Ceftriaxone Iv LDP",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 6/2/5",3,"2026-06-07:6@3850 | 2026-06-23:2@3840 | 2026-06-23:5@3844",3844,
6221032353306,"Ojoblick  eye drop",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/4/10",3,"2026-06-07:2@3500 | 2026-07-06:4@3292 | 2026-08-25:10@3291",3291,
3400970000999,"Tothema 20amp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 10/1/20",3,"2026-06-07:10@1029 | 2026-07-21:1@1023 | 2026-07-25:20@1029",1029,
6251065034071,"Onlefit 120mg cap",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/8",3,"2026-06-07:2@7000 | 2026-07-22:8@7056 | 2026-08-30:8@6745",6745,
5060098730284,"Katya 30/75 Coated tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/3/9",3,"2026-06-08:1@6617 | 2026-07-24:3@6613 | 2026-08-02:9@6613",6613,
5017007601289,"Sudocrem 125g",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/4/5",3,"2026-06-09:1@6270 | 2026-07-15:4@7690 | 2026-09-06:5@7780",7780,
3400937104524,"sinergial tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/5/2",3,"2026-06-09:1@9875 | 2026-07-25:5@9875 | 2026-09-03:2@9875",9875,
685867962830,"Flagimel 500mg",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/20",3,"2026-06-10:1@500 | 2026-07-14:20@463 | 2026-08-11:20@462",462,
Metrocidal syr,"Metrocidal syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 7/4/8",3,"2026-06-10:7@1320 | 2026-06-10:4@1200 | 2026-07-13:8@1320",1320,
6251651002088,"Fusicure 20g oint",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/10",3,"2026-06-10:2@1980 | 2026-08-24:10@1980 | 2026-09-09:10@1980",1980,
9641996010119,"Safagyl syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/1/10",3,"2026-06-10:2@1320 | 2026-06-29:1@1400 | 2026-08-11:10@1320",1320,
89023991073621,"Vermx 10ml susp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/18/20",3,"2026-06-10:3@850 | 2026-06-13:18@850 | 2026-08-20:20@850",850,
6251107027016,"Myogesix 485mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/6/12",3,"2026-06-10:3@1050 | 2026-08-02:6@1045 | 2026-08-23:12@1043",1043,
Procto-Synalar N,"Procto-Synalar N",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/1/3",3,"2026-06-13:2@4720 | 2026-09-03:1@4719 | 2026-09-13:3@4718",4718,
6291100080045,"Adol 250mg sup julphar",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/10/20",3,"2026-06-13:2@554 | 2026-06-28:10@1079 | 2026-08-26:20@1097",1097,
8002660035349,"Brufen 400mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/8/18",3,"2026-06-14:1@2311 | 2026-07-12:8@2312 | 2026-07-26:18@2311",2311,
6251875003212,"piopenem 1g",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/10/5",3,"2026-06-15:2@4920 | 2026-07-14:10@4100 | 2026-08-13:5@4920",4920,
Hydrocortisone amp,"Hydrocortisone amp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 5/15",3,"2026-06-15:5@1950 | 2026-08-19:5@1950 | 2026-09-05:15@1850",1850,
100873360031,"libroxide 5",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 8/6/15",3,"2026-06-16:8@396 | 2026-08-23:6@403 | 2026-08-23:15@391",391,
5055565789018,"Ferrous Sulfate 200mg",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/6/10",3,"2026-06-17:4@1820 | 2026-08-03:6@1811 | 2026-09-14:10@1811",1811,
5021265254347,"Osteocare tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 5/6/4",3,"2026-06-17:5@4060 | 2026-08-02:6@4060 | 2026-09-08:4@4060",4060,
8901111003633,"Perobar Soap 5%",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/2/5",3,"2026-06-19:3@5075 | 2026-08-24:2@5151 | 2026-08-25:5@5075",5075,
2000,"2000",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 489/30/1000",3,"2026-06-20:489@1500 | 2026-08-12:30@0 | 2026-08-14:1000@1250",1250,
6213019311874,"Diacolin Max XR\25\5\1000",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/3",3,"2026-06-21:1@13513 | 2026-07-03:3@13516 | 2026-08-23:3@13516",13516,
7640153080981,"Clopacin TM 75mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/4",3,"2026-06-21:2@6136 | 2026-07-12:4@6136 | 2026-09-03:4@6136",6136,
7640153080622,"Olfen 100mg SR cap",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/6/10",3,"2026-06-22:2@3358 | 2026-07-19:6@3358 | 2026-08-16:10@3358",3358,
3594456400011,"Daflon 500mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/6",3,"2026-06-22:1@5050 | 2026-06-28:1@5047 | 2026-06-30:6@5045",5045,
5021265245765,"Feroglobin B12 200ml syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/2",3,"2026-06-22:1@10640 | 2026-08-04:2@10635 | 2026-08-04:1@10635",10635,
7640153083128,"Paraconica 1000mg IV",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 9/10",3,"2026-06-22:9@3670 | 2026-07-27:10@3670 | 2026-09-05:10@3643",3643,
810157850102,"Magnesium Citrate",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/3",3,"2026-06-23:1@15950 | 2026-07-31:1@15032 | 2026-08-27:3@15950",15950,
100171230012,"Zinc 25mg tab sdi",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/6/15",3,"2026-06-25:2@1283 | 2026-07-12:6@1283 | 2026-07-25:15@1133",1133,
08961102260995,"TELMIS-A",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/2",3,"2026-06-25:4@11420 | 2026-06-29:4@11365 | 2026-09-13:2@11745",11745,
8901111985113,"Aprazole-40mg cap ajanta",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/6/10",3,"2026-06-25:2@1514 | 2026-07-31:6@1514 | 2026-09-02:10@1513",1513,
9780201379839,"D Colax",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 7/9/15",3,"2026-06-27:7@1123 | 2026-09-03:9@1167 | 2026-09-05:15@1167",1167,
3664798006544,"Dulcolax 5mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/9/6",3,"2026-06-27:3@1438 | 2026-08-08:9@1437 | 2026-08-26:6@1419",1419,
6224000911621,"DELCABRIN 0.5MG",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/2/4",3,"2026-06-27:1@4800 | 2026-08-05:2@2414 | 2026-08-05:4@2316",2316,
6251107130013,"Diclogesic 12.5mg supp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/10/13",3,"2026-06-27:4@987 | 2026-07-22:10@988 | 2026-09-10:13@1000",1000,
6251107424112,"ciprodar drop 0.3% 5ml drop",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/3",3,"2026-06-27:1@2200 | 2026-07-09:3@2194 | 2026-08-31:1@2194",2194,
Glucophage 500Xr,"Glucophage 500Xr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/10",3,"2026-06-27:4@2745 | 2026-08-15:4@2743 | 2026-08-22:10@2743",2743,
7640144122362,"Mydocalm 150mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/6",3,"2026-06-27:3@5796 | 2026-08-02:6@5781 | 2026-08-27:3@5795",5795,
4031571076169,"panto-Denk 20mg",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/3",3,"2026-06-27:1@5600 | 2026-07-11:1@5595 | 2026-09-03:3@5595",5595,
8901111978115,"Aprazol-20mg cap ajanta",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/5",3,"2026-06-27:3@1395 | 2026-07-31:3@1295 | 2026-08-15:5@1295",1295,
4031571063787,"FLUCONA DENK 150",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/1/5",3,"2026-06-27:2@4060 | 2026-07-26:1@4060 | 2026-09-08:5@4060",4060,
6221068201916,"Proximol simple effe 60mg",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/2",3,"2026-06-27:3@2743 | 2026-08-11:3@2743 | 2026-08-11:2@2740",2740,
6291109120681,"Panadol 240mg syr",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/4/5",3,"2026-06-28:1@5815 | 2026-07-19:4@5815 | 2026-09-09:5@5815",5815,
8697927091604,"Aircomb 5/10mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 14/15/30",3,"2026-06-28:14@2751 | 2026-08-15:15@2752 | 2026-08-15:30@2752",2752,
6291100087969,"Scopinal amp",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 12/4/7",3,"2026-06-29:12@878 | 2026-08-20:4@878 | 2026-09-16:7@0",0,
neurobion tab,"neurobion tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/9",3,"2026-06-30:3@3472 | 2026-08-09:3@3438 | 2026-08-30:9@2407",2407,
8901175021376,"Koact 1000mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 7/18/20",3,"2026-07-02:7@1921 | 2026-07-17:18@1920 | 2026-09-13:20@1921",1921,
7640153081490,"CoAmox Acino TM 1000",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/10",3,"2026-07-03:4@5932 | 2026-07-11:4@5931 | 2026-08-23:10@5931",5931,
8901302098271,"Angizaar 50mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 3/6/15",3,"2026-07-04:3@1865 | 2026-07-31:6@1865 | 2026-09-03:15@1865",1865,
010628512801072610DB01531126021517280215212076077006888,"Elica-M Cream",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 5/2/10",3,"2026-07-04:5@5710 | 2026-07-26:2@5705 | 2026-09-13:10@5706",5706,
6251159028504,"Neohealar oint",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 5/1/2",3,"2026-07-04:5@5050 | 2026-08-31:1@5047 | 2026-09-02:2@4949",4949,
3582910078951,"Amaryl 2mg tab sanofi",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/10/4",3,"2026-07-05:1@5014 | 2026-07-08:10@5015 | 2026-09-02:4@5014",5014,
5000456060479,"Nexium 20mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/10",3,"2026-07-05:2@5215 | 2026-07-15:10@5215 | 2026-08-11:10@5216",5216,
6251106401152,"Clipropharm 500mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 4/5/3",3,"2026-07-05:4@2524 | 2026-08-22:5@2524 | 2026-09-03:3@2524",2524,
6251875001768,"pREDNICORT 5MG TAB",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 10/4/15",3,"2026-07-05:10@1045 | 2026-07-06:4@1050 | 2026-09-03:15@1130",1130,
89023990052627,"Achee tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 6/20",3,"2026-07-06:6@1125 | 2026-08-15:20@1125 | 2026-09-05:20@1104",1104,
8901302124307,"Bactoclav 1000mg tab",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 2/12/10",3,"2026-07-06:2@3182 | 2026-08-07:12@3182 | 2026-09-12:10@3182",3182,
6251106401725,"Cefix 200 cap",,د — غير محدد,"كميات مختلفة بلا بداية مبكرة: 1/5",3,"2026-07-07:1@3950 | 2026-08-01:5@3950 | 2026-09-03:5@3950",3950,
